|business_id|review_id|user_id|city|name|longitude|latitude|postal_code|text
0|PfOCPjBrlQAnz__NXj9h_w|rnvu74aNIPn93Z9Ue11Epw|bgtr7jOlALe8ay4g7pnf4A|Cuyahoga Falls|Brick House Tavern + Tap|-81.4756898|41.1195346|44221|I've always enjoyed my time at brick house food and cocktails never disappoint! Its perfect for after work in the summer time. The staff is always polite and the decore is beautiful, a must place to be!
1|PfOCPjBrlQAnz__NXj9h_w|fCCL0pAgYGccUs8shHHIUA|PixAmdRa58XZ3hr8YLS36g|Cuyahoga Falls|Brick House Tavern + Tap|-81.4756898|41.1195346|44221|"I am updating my review to 5-stars because I think for this type of restaurant, Brick House Tavern + Tap is as good as it gets!I live fairly close to Brick House and typically dine here at least a few times a month. I have been here on dates, with large groups, with clients and with friends. I always enjoy what I order and out of all of my visits I have never, ever had a bad meal or inadequate service. In fact it has always been quite the opposite. The servers have always been attentive and the general manager nearly always stops by to make sure everything is satisfactory. On my most recent visit I had a longer than normal conversation with him and he seems like he is a genuinely nice guy who takes pride in his restaurant and truly cares about the experience his patrons receive.I have only been going to Brick House for a couple of years and am always surprised when I mention it to people and they think it is another ""breastaurant,"" akin to Hooters or Tilted Kilt. At least for the couple years I have been going, this is no longer the case. The servers all wear shirts that are not overly low-cut and that go all the way down to their pants without a bare midriff. I do think the servers are collectively younger than than a lot of restaurants but they have always been friendly, show enthusiasm for the menu and do a great job!The décor of Brick House Tavern + Tap is very unique. They have many normal booths and tables but also have a few tables with couches as the seats on either side. They have a few large recliners with table inserts that you can sit at that are positioned in front of large TVs. There are easily 50 TVs around the whole dining area that are positioned in a way where you can see many different ones from wherever you sit. However it also seems that they are not too intrusive and allow one to easily ignore them and focus on who they are dining with. In the winter I often try to get a table near their large open fireplace in the center of the dining room! They also have a large patio with multiple TVs and fireplaces on it.I think their food is pretty unique as well. They have some really good appetizers that are plenty large enough to share. Their dinner portions provide plenty of food to where I often find myself bringing part of it home with me. Everything seems to be priced very reasonably too.If you have yet to try Brick House Tavern + Tap I recommend that you add it to your list. If you visited back when it was filled with scantily clad servers maybe visit again now to see the differences. Overall I think it is a fun restaurant with many menu options that should satisfy anyone wanting to eat!"
2|PfOCPjBrlQAnz__NXj9h_w|-VOh0NNnIo1r24hjwSZL4Q|Hly0NEWXMxbuXa2zm_NJOQ|Cuyahoga Falls|Brick House Tavern + Tap|-81.4756898|41.1195346|44221|I enjoyed this place.  I went the night the Buckeyes beat the Ducks.  The wings where great - fried crispy.  I tried the caveman and BBQ sauces.  I like the caveman sauce - flavor and kick.  I also have the meatloaf.  It was moist and comes with a mushroom gravy.  You can sample the draft beers.  TVs everywhere!!
3|PfOCPjBrlQAnz__NXj9h_w|-2DEY5my1zyafrArLJF2cA|nNpkJm7bzaw0NN-UpNzMsw|Cuyahoga Falls|Brick House Tavern + Tap|-81.4756898|41.1195346|44221|Never had to pee so bad in my life. Here's my story...Brick House is airy and rustic inside with a wood burning fire pit. We came at lunch and it was not busy. All of us opted for iced tea and we had a round on the table within seconds. The house salads were fresh and crispy...honey mustard dressing a bit sweet for my tastes. With just 2/3rds of a glass of iced tea our server asked if we wanted refills...we brushed him off and kept talking. I ordered the blackened mahi sandwich with fries. My colleagues both had the daily special chicken pot pie. As we waited another full round of iced tea arrived. We muttered our acceptances. The mahi was especially juicy and flavorful. In fact I hadn't had such a good piece of fish in this area. The pot pies were flaky and large, nearly 8 inches across with chunks of chicken breast, potatoes and carrots...this was savory goodness. Another round of iced teas arrived and I finally yielded, excusing myself to the restroom. The fries are seasoned well and plentiful...I felt like we got our monies worth for such a decent fish sandwich. As we prepared to pay the check, yet another round of iced teas arrives....this time in to-go cups! Good god man, apparently they need to get rid of this batch of iced tea!! LolOverall very tasty dishes with good service...will come again and perhaps drink beer next time.
4|PfOCPjBrlQAnz__NXj9h_w|5sYAdh5LR355aVGC2b1SAQ|96s7M_uk_Blow-N5_j6ymQ|Cuyahoga Falls|Brick House Tavern + Tap|-81.4756898|41.1195346|44221|"This Brick house has gone Family Friendly and the waitresses are dressed like  every other restaurant's waitresses now.  So to the reveiwer who found the sight of the waitresses legs ""gross and disgusting"", it's safe to come back now.    Anyway, the strength of this restaurant is its wide open setup that makes it an excellent place to catch a game.  The large square bar includes a number of craft beers.  As for the food, mine has been mostly mediocre.  The burger was overcooked and the fries ordinary.  Fish was pretty good.  I go back occasionally, especially on game nights."
5|PfOCPjBrlQAnz__NXj9h_w|_oUHvzxomKT4tS4EvbJDoQ|CB0oWs49o7b8kvvXvx9eJw|Cuyahoga Falls|Brick House Tavern + Tap|-81.4756898|41.1195346|44221|Previously, I have gotten the grilled cheese w/ tomato soup and the chicken pot pie (Wednesday special) the soup that came with the grilled cheese tasted like someone poured marinara in a bowl. Not good. The grilled cheese was ok. The pot pie was amazing. I would order that again for sure. Tonight we both got the lamb burgers. They say they have goat cheese on them, but neither of us had any cheese. We informed the waiter who said they actually come with a goat cheese sauce. The menu clearly states goat cheese, not sauce. The deviled eggs were good the first couple times we came, but tonight the filling was really watery and the whites were very rubbery. I'm really disappointed that the quality keeps going down.
6|PfOCPjBrlQAnz__NXj9h_w|0xKMIkhPVYCSPDA6afn0aw|ajvbqTp1QbKo4pqZmVanYg|Cuyahoga Falls|Brick House Tavern + Tap|-81.4756898|41.1195346|44221|This place is AMAZING!! We found it by chance and are we glad we did. When you are there ask if Lindsey is working. She was our server and was outstanding. Started with the Potato chips with blue cheese and they were fabulous!  We had the Southern Fried Chicken sandwich, Chicken Fried Benedict, Prosciutto wrapped Meatloaf.  There was NOTHING we could say that would deter anyone from giving this place a try. Too bad this is the only one within a reasonable distance.... Can't wait to go back....
7|PfOCPjBrlQAnz__NXj9h_w|IdORJeW38cnSQ1uQ8BetAA|Yi5KGA-QvolRWNeDfzEKrw|Cuyahoga Falls|Brick House Tavern + Tap|-81.4756898|41.1195346|44221|Friday visit to celebrate a friend's 50th birthday. Talked about glory days over beer and burgers with a few pals. Calamari and zucchini fried appetizers were crispy and not overly greasy. Enjoyed the jalapeño and cherry peppers accompanying the calamari. Three of four folks got burgers and one person opted for the wild mushroom pizza. We killed two beer bongs of Thirsty Dog Old Leghumper's porter goodness. My burger was tasty but overdone. Medium rare order was cooked well into medium. Tater tots were a great side. Service was pleasant and attentive. Can't give 4 stars when burgers get overdone. Nice place, good servers and overlooked burgers.
8|PfOCPjBrlQAnz__NXj9h_w|KJYIw6QusaV5zjkHoCcgBg|Q3gesdBVLZHBn1ww-0a1Kw|Cuyahoga Falls|Brick House Tavern + Tap|-81.4756898|41.1195346|44221|Not your average menu, which keeps us coming back. Comfy couches and seats at the bar with lots of t.v.s to watch every game. Not a bad seat in he place. Consistently good food. Highly recommend the Kobe pizza, the garlic tots, meatballs, and the black rum bbq wings. Very good desserts. Bartenders here make great mixed drinks, too.
9|PfOCPjBrlQAnz__NXj9h_w|OBUuKLUM2rF90gpRHGro3A|-_vQjMAn8ooClV02BExR5A|Cuyahoga Falls|Brick House Tavern + Tap|-81.4756898|41.1195346|44221|"I stopped into the Brick House this evening for a beer and for a dinner and was slightly let down.  I've had multiple trips to this place and their saving grace is that the bartenders and wait staff is usually extremely pleasant.  Tonight they were very inattentive and seemed to ignore me for the most part.  There were some ride and obnoxious people at the bar that took a lot of their attention and a motorcycle gang called ""Switchblade Club"" that occupied the outside area.  The kitchen was slow at turning things around.  Also I was sad to learn that the were it of the daily special which was the chicken pot pie.I will go back to this place but am in no hurry."
