,business_id,city,name,longitude,latitude,postal_code,review_id,user_id,text
0,FYWN1wneV18bWNgQjJ2GNg,Ahwatukee,Dental by Design,-111.9785992,33.3306902,85044,3_-fne2m2GvKESZRlULAiw,jTvKkNTat9QftSxL_FMcQw,"They make a plan, for your mouth to get healthy & stay healthy! Wonderful service."
1,FYWN1wneV18bWNgQjJ2GNg,Ahwatukee,Dental by Design,-111.9785992,33.3306902,85044,5gJk64TDq5lqSuoNiaqjVQ,IG6XMgQyWF2_RW1nKEioxA,"I have extreme anxiety when it comes to the dentist. I had a really bad experience with my childhood dentist. This made it so when I was an adult I didn't go as often and I should have. I moved to Ahwatukee 9 years ago and a friend recommended this office to me.  I've been going regulalry for routine cleaning since. I went last month for a cleaning and found out I needed a crown. Sensing my anxiety he assured me I would be fine. I scheduled my appt. for today. I went in so nervous I wanted to leave.  He came in, explaining everything he would be doing.  He put me at ease and I've never felt better. I would highly recommend Dr. Kode to anyone looking for a dentist. He's restored my faith in dentists. I will go back in a few weeks for the permanent crown and I'm not a bit nervous about it. Thank you so much for your patience with me and the absolute best experience I've had from a dentist."
2,FYWN1wneV18bWNgQjJ2GNg,Ahwatukee,Dental by Design,-111.9785992,33.3306902,85044,5570rwX_o30Z3NmKhou4CQ,2Rh41EBjWI137N2m5VHJJA,"I've only been here once but my husband has been going for a while and I plan to obviously continue. I'm a complete wimp at the dentist and they were pretty great. The staff is friendly and relaxed, which helps. They have been very honest and the fancy office and TV's are just the icing on top. I would recommend any of my family or friends here!!"
3,FYWN1wneV18bWNgQjJ2GNg,Ahwatukee,Dental by Design,-111.9785992,33.3306902,85044,iRm438GDAajUiW2GoIAvtA,YcmNpPM0ag94g4T0zAtdcg,"Great experience with the hygenists and pediatric dentist! Clean office, good with kids and timely. The dentist was great. We didnt get the feeling of being ""upsold"" like other practices. The staff was friendly enough. 

We will definitely be back!"
4,FYWN1wneV18bWNgQjJ2GNg,Ahwatukee,Dental by Design,-111.9785992,33.3306902,85044,9lhJwhRwTsqqPyyoSjMuqw,XGL7VDkeUyM5nKQspJBTNw,"My husband and I went to this dentist as a recommendation from my sister-in-law.  My husband and I went as we were not happy with our current dentsit.  What a blessing!  We both went and they worked on both of us and did our work that we needed that day!  My husband needed a veneer/crown with no scheduling down the road because of finances. I had priced the crown and the out of pocket cost and this office was 1/2 of what I was quoted from many different offices in the area.   We have great dental insurance which has never been an issue but they were concerned about us and not $$$$$.  I appreciate that.  Everyone in the office was super nice.  I went into the office the next day to get 3 fillings and everyone came by to ask how my husband was and how he liked his work.  I don't know about anyone else but I will pay extra for great customer service.  Here you get the most caring staff and you can understand why when you meet the dentist, Dentist Kobe.  He is great at his craft and he sincerely cares about you.  God has blessed him and us by introducing us.  I highly recommend this dental office to anyone looking for a dentist in the Phoenix area."
5,FYWN1wneV18bWNgQjJ2GNg,Ahwatukee,Dental by Design,-111.9785992,33.3306902,85044,1iLL7OEykMDgOu9f_4thsg,YGQv5HXLKu8X6K9yGgTQ7Q,"Recently called Dental By Design because I was recommended by two different people to go and check them out. I called twice and was told they would call me back to schedule my appointment, no call back. Horrible service."
6,FYWN1wneV18bWNgQjJ2GNg,Ahwatukee,Dental by Design,-111.9785992,33.3306902,85044,5mksRS5YRMmk-lyxKI69hQ,x_9_Xr0_X5YVQ5X4ha6NXw,Dr. Curry has been my dentist for almost 12 years now. She's the definition of awesomeness. AND everyone there always has a smile! Thanks so much
7,FYWN1wneV18bWNgQjJ2GNg,Ahwatukee,Dental by Design,-111.9785992,33.3306902,85044,0pGZUSuJXKj0CgCgZSsKFA,DHQWSHz6b7Jsy-A04m1cIA,"Very nice staff   Gentle Hygienist.  I love the fact that they will call you to schedule an appointment when they have cancellations that might work for you.  Off the top of my head, I can't recall that lady's name that calls from the office all the time, but I just heart her!  She is such a gem.  

I've been to dental offices that are far more technologically advanced with headphones, satellite TV, computer applications that the staff uses to show and explain what's going on with your teeth.  Since I'm an engineer, I love gadgets and tech stuff.  
 
In addition, the main reason I did not give this place a four is the fact that I have to ask ""what is that instrument used to detect?"", ""what does that tell us?"",  ""what does that mean?"".  I absolutely detest going to an office where I'm paying you to do work for me and I leave there not understanding what you did for me.  So, every time I""ve been to this office, I ask those questions.  I don't like it.  the information should flow freely.  It helps when your patient is informed and can make better decisions.  

All-in-All, I enjoy my visits here."
8,FYWN1wneV18bWNgQjJ2GNg,Ahwatukee,Dental by Design,-111.9785992,33.3306902,85044,_zfyCAHi6y1exFRuA_SvDA,MWxrPSz87wx559-Rg3YL-Q,"This place is dishonest and I would never recommend anyone I know to go there. They tried to make me feel bad about my teeth in order to pressure me into their services. They were rude and tried to take advantage of me. They lied to me and said I had multiple cavities which I don't according to the dentist I go to now. They had a really nice office and equipment but I wasn't going to pay that for them. I'm going to pay someone to be honest with me and to take good care of my teeth, not just look at what's in my wallet."
9,FYWN1wneV18bWNgQjJ2GNg,Ahwatukee,Dental by Design,-111.9785992,33.3306902,85044,VDiWWX2OjhJC_KwQI66m6w,KdXsniAzdczdlxi31ftbvA,I am not giving them one star based on their work but I up front told them that I had 2000 left on my insurance and 3 days to use it but I was limited on money in the future and wanted to be sure that after the 3 days that I was all paid up. I would pay daily for what the insurance didn't cover. They called the insurance everyday and told me what it would cost for the work that day which I paid in full everyday. The final day I paid them and made sure I owed them nothing and they said I'm all paid up. Then months later they claim I owe them over $300 and after talking to the insurance company they claimed the dentist got a quote on one thing but charged them for something different. Well how is that my fault they knew i was not going to be able to pay a bill later yet they screwed up and charged me for it and now they are giving me bad credit over something that I had no control over. Now had the lady at the desk who called my insurance know what to ask the insurance company I would have gladly paid what I needed to that day. You do not dock the customers for your screw ups and that is not how a business keeps customers. I would recommend looking else where unless you too want to be billed for their incompetence. There are plenty of dentists that will not try to pull the wool over your eyes. Tell you one thing but mean another.
10,FYWN1wneV18bWNgQjJ2GNg,Ahwatukee,Dental by Design,-111.9785992,33.3306902,85044,k7SDjPgj4Ggc4UiWcwaoMw,ZeNWkf6fdzZWyat8gdGcqA,Dr Kahn and Misty were very clear and explained everything for me. It was a super friendly environment. I'll definitely be making this my dentist.
11,FYWN1wneV18bWNgQjJ2GNg,Ahwatukee,Dental by Design,-111.9785992,33.3306902,85044,265qDPWGPMubk6JmTCPjBg,4ZR5wwn8NST5aqCa3ueTFg,"WOW, all they want is $$$$$$$. I sure don't mind to pay for what I need but trying to squeeze more money from our insurance AND extra from patient? Not cool! Their rates are much more than most places and their dental chair office is like an assembly line. Horrible experiences and when issues were brought up, they talk down on you or act like it was a ""mistype"" error.
I would not recommend this place if it was the last dental office on earth.
Expensive, overpriced, low quality of work and sanitary."
12,FYWN1wneV18bWNgQjJ2GNg,Ahwatukee,Dental by Design,-111.9785992,33.3306902,85044,eW-MwGlRfNyQsqw-x7b05w,vMf4nEiuCf7ig4k0fMNuzg,"Going to the dentist office has always been a source of anguish for me, ever since I was young. Perhaps due to some of the abnormal experiences I had gone through up until now. Not having insurance or being covered by my parents plan. As a result of growing up close to the boarder I often made trips to Mexico for my dentistry work.

My friend who works there suggested I'd come in for a cleaning and after a few months of reluctancy I finally decided to make an appointment. In all honestly I was visibly uncomfortable which was largely due to the lapse of time between visits.

However, Dental By Design made every effort to make me feel as calm and comfortable as possible. The office itself is very clean, the front line were all amazingly nice, pleasant and helpful. They worked with my budget because at the time I was uninsured and I was able to fit into a payment plan that worked best for me.

I'm not sure if bed side manner is a term associated with dentistry but Dr. Curry handled me with care. She spoke me all the through my assessment and made sure I understood her, outlining steps to make moving forward.

I can't say I'll look forward to the dentist again, but I will say I look forward to being in a welcoming, knowledgeable, and safe atmosphere again with individuals who do great work."
13,FYWN1wneV18bWNgQjJ2GNg,Ahwatukee,Dental by Design,-111.9785992,33.3306902,85044,gL_TIjEOYay8-BPE2iw6eg,05QcvAw7bO4Lcm0bCNejiw,"I live 24 miles away but still come back for Dr. Kode and his lovely assistants.  This place does it all.  Friendly, latest technology, all levels of service and has great office systems/processes in place.  They even will provide you a rating of your teeth from 1 to 100, but you have to ask for it.  Keep up the good work Dental by Design."
14,FYWN1wneV18bWNgQjJ2GNg,Ahwatukee,Dental by Design,-111.9785992,33.3306902,85044,EhWuivXLRVLnxVBRJBlBPA,8XE--xEhu5i-Xlrt9cXgzA,I have been seeing Dr Kode since he took over the practice. Have never met a more knowledgeable professional with such great bedside or chair-side manner. He is also a great community member.
