-JkxHGA3nBASzwYdBDAiow,106527.37490007695,47.975750000000026
-KJLkAtYLidCNvcCOmNdkw,434330.1086456939,11.715800000000005
-YjxH4m8z-3ro854AyzORQ,708530.4033423578,15.962750000000002
-a-6KGaXdAQDS6E1aAUBhg,685181.3559591683,16.252374999999986
-qUUlgRB65oS5HXu8zJr2A,849245.361758147,14.369749999999994
-uRSQuwmSd4I9zVn4DOMvQ,267067.5596427129,9.9911
-xOrTn7p7rkCZmNWckbU7w,729277.2063356115,10.114475
0Zxeuxnutzsfe6V_VC5-wQ,682018.5271914764,52.95000000000002
0cdE2vd_zmYKPvokkkkZ1g,288283.29526857595,113.23732499999994
0g4hvkgrc3Pt5nUyQQuJsQ,576977.7334616323,44.17035
0kzPQQL8wVcHlBQzMdRdWQ,130873.24075987768,239.73315000000008
1BNWWBwUVxQYUK-IKXRdxA,310475.86111971334,77.11880833333336
1Jp_hmPNUZArNqzpbm7B0g,783436.4921745069,71.865
1vHn0CGk7h4UOuOnFmnDTQ,225924.3676608619,18.5055
1x_VcEmFIGwO5x8DT5F3Hg,245287.07643877444,18.742
2GjI7LMmVBt0ZCC8HV4c6Q,847366.0379286797,7.28175
2Y_Iudqk8zdIrwE94CNfEg,235569.15130288014,23.30235
3OGSJX7MXGcYUsNHB4XMNQ,927574.9754932427,153.98862499999998
3RWJGTSIRvGmIbwvMqAOuw,257426.06736440468,79.97255000000004
3S5bhV0K2FoqIOjIuIEmcA,874438.4735455085,272.0714000000001
3UOy3h-a-243W4fncskp9A,938636.4781162502,22.488599999999998
3istB1JAn27dH1BuUk4YIw,100007.0676720367,14.71155000000001
45fdQlwQfqnGbJ0-GglBsw,892328.0719543515,6.8472500000000025
4_CtjiEvzi1fDbypfNXHEw,1063485.8337404688,44.280250000000024
57J9SvZCc1OS96ilcIJJGQ,478406.13969830814,2.819499999999998
57fiE9rxPatqQy1J-p1aqw,196280.76570103026,9.9072
5xPpsprkfFB8_QkwLmGFUw,743617.0563793235,15.639599999999998
6KpWWM4U8Kro1RX9PMdK7Q,903247.1744447004,9.958124999999999
