business_id1,business_id2,similarity
FYWN1wneV18bWNgQjJ2GNg,He-G7vWjzVUysIKrfNbPUQ,0.044065724181447524
FYWN1wneV18bWNgQjJ2GNg,KQPW8lFf1y5BT2MxiSZ3QA,0.7144378972450777
FYWN1wneV18bWNgQjJ2GNg,8DShNS-LuFqpEWIp0HxijA,31.153750502000378
FYWN1wneV18bWNgQjJ2GNg,PfOCPjBrlQAnz__NXj9h_w,0.21965053775947635
FYWN1wneV18bWNgQjJ2GNg,o9eMRCWt5PkpLDE0gOPtcQ,0.0595859896074215
FYWN1wneV18bWNgQjJ2GNg,kCoE3jvEtg6UVz5SOD3GVw,1.2477755509409216
FYWN1wneV18bWNgQjJ2GNg,OD2hnuuTJI9uotcKycxg1A,0.26624455599929603
FYWN1wneV18bWNgQjJ2GNg,EsMcGiZaQuG1OOvL9iUFug,0.02053193757885716
FYWN1wneV18bWNgQjJ2GNg,TGWhGNusxyMaA4kQVBNeew,0.6687195262722037
FYWN1wneV18bWNgQjJ2GNg,XOSRcvtaKc_Q5H1SAzN20A,0.31500459256114993
FYWN1wneV18bWNgQjJ2GNg,Y0eMNa5C-YU1RQOZf9XvVA,0.3147715836944642
FYWN1wneV18bWNgQjJ2GNg,xcgFnd-MwkZeO5G2HQ0gAQ,0.038396930581339264
FYWN1wneV18bWNgQjJ2GNg,NmZtoE3v8RdSJEczYbMT9g,0.15813738233517702
FYWN1wneV18bWNgQjJ2GNg,fNMVV_ZX7CJSDWQGdOM8Nw,0.1087023598939888
FYWN1wneV18bWNgQjJ2GNg,l09JfMeQ6ynYs5MCJtrcmQ,0.035365633619654474
FYWN1wneV18bWNgQjJ2GNg,IQSlT5jGE6CCDhSG0zG3xg,0.3279606509919047
FYWN1wneV18bWNgQjJ2GNg,b2I2DXtZVnpUMCXp1JON7A,0.09282420050896806
FYWN1wneV18bWNgQjJ2GNg,0FMKDOU8TJT1x87OKYGDTg,6.7581921978812804
FYWN1wneV18bWNgQjJ2GNg,Gu-xs3NIQTj3Mj2xYoN2aw,0.026021568317849752
FYWN1wneV18bWNgQjJ2GNg,lHYiCS-y8AFjUitv6MGpxg,0.0025287277495145933
FYWN1wneV18bWNgQjJ2GNg,94KziT6DQ9XlBET3WzIv_w,35.31620519361753
FYWN1wneV18bWNgQjJ2GNg,7YIy1tXOor9VCwvaSjuBHg,7.354164184621298
FYWN1wneV18bWNgQjJ2GNg,PMH4oUa-bWELKogdtkWewg,0.012022230684744561
FYWN1wneV18bWNgQjJ2GNg,VSGcuYDV3q-AAZ9ZPq4fBQ,0.07943938710896996
FYWN1wneV18bWNgQjJ2GNg,1K4qrnfyzKzGgJPBEcJaNQ,0.03684306489529984
FYWN1wneV18bWNgQjJ2GNg,VBHEsoXQb2AQ76J9l8h1uQ,0.01569598361824107
FYWN1wneV18bWNgQjJ2GNg,AtdXq_gu9NTE5rx4ct_dGg,0.14144896472488502
FYWN1wneV18bWNgQjJ2GNg,Dj0S-Oe4ytRJzMGUPgYUkw,0.15673835302615474
FYWN1wneV18bWNgQjJ2GNg,gAy4LYpsScrj8POnCW6btQ,0.13584552349550405
FYWN1wneV18bWNgQjJ2GNg,nbhBRhZtdaZmMMeb2i02pg,0.2692786002412558
FYWN1wneV18bWNgQjJ2GNg,zzMu-6SmqhpvHxVRM6tx9g,17.92965153323672
FYWN1wneV18bWNgQjJ2GNg,1_3nOM7s9WqnJWTNu2-i8Q,0.06395503287614737
FYWN1wneV18bWNgQjJ2GNg,FXHfcFVEfI1vVngW2gVOpw,0.0796206020080412
FYWN1wneV18bWNgQjJ2GNg,7gquCdaFoHZCcLYDttpHtw,0.01657021787370762
FYWN1wneV18bWNgQjJ2GNg,8y56fOiKhtCnqaiYB2S2Qg,0.2567386720005235
FYWN1wneV18bWNgQjJ2GNg,ok38fApaT1TBEU-IH85BvA,8.042584365047427
FYWN1wneV18bWNgQjJ2GNg,lj0MiK5_fyv9df2twnsI7g,1.9758383785689726
FYWN1wneV18bWNgQjJ2GNg,S4a42azhoOmr0fpeNkggHg,0.25009088323639445
FYWN1wneV18bWNgQjJ2GNg,A_Ij4SwFmlRbVtRnsdSzWA,9.98678657596093
FYWN1wneV18bWNgQjJ2GNg,tRVx2c89coruPRwYhGTcTw,0.1317833665231942
FYWN1wneV18bWNgQjJ2GNg,1Jp_hmPNUZArNqzpbm7B0g,0.033944664406134965
FYWN1wneV18bWNgQjJ2GNg,zjySmTfL9WiMDVgp8-Jp3w,0.3217720512204019
FYWN1wneV18bWNgQjJ2GNg,5qpi5VQ_S2Itm8xvRm1k8Q,4.072629633031391
FYWN1wneV18bWNgQjJ2GNg,BnuzcebyB1AfxH0kjNWqSg,0.0059726911590053285
FYWN1wneV18bWNgQjJ2GNg,rDMptJYWtnMhpQu_rRXHng,2.4350686191352566
FYWN1wneV18bWNgQjJ2GNg,1WBkAuQg81kokZIPMpn9Zg,38.73582125862729
FYWN1wneV18bWNgQjJ2GNg,Z-4KHBDbdwyC7PwA_JE5Xw,0.037009932673564075
FYWN1wneV18bWNgQjJ2GNg,DPQnTnNw2PJj7DdENM98Cw,0.04734265109547955
FYWN1wneV18bWNgQjJ2GNg,_F3AMoo_zdl-he384ISQbw,3.2787388047675794
FYWN1wneV18bWNgQjJ2GNg,-ooEO2YqDQVYNHnSF2BPfw,0.041150746327830896
FYWN1wneV18bWNgQjJ2GNg,FmGZh8ZwEnSO860_2eiYHw,0.19703621345150168
FYWN1wneV18bWNgQjJ2GNg,Pd52CjgyEU3Rb8co6QfTPw,0.26449511187850244
FYWN1wneV18bWNgQjJ2GNg,4srfPk1s8nlm1YusyDUbjg,0.719039481710833
